symboling,normalized-losses,make,fuel-type,aspiration,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak-rpm,city-L / 100km,highway-mpg,price,price-binned
2,134,toyota,gas,std,two,hatchback,rwd,front,98.4,0.8696939782823296,0.914923291492329,0.8695652173913044,2714,ohc,four,146,mpfi,3.62,3.50,9.3,116,4800,9.791666666666666,30,11549,Low
2,134,toyota,gas,std,two,convertible,rwd,front,98.4,0.8696939782823296,0.914923291492329,0.8862876254180603,2975,ohc,four,146,mpfi,3.62,3.50,9.3,116,4800,9.791666666666666,30,17669,Medium
-1,65,toyota,gas,std,four,sedan,fwd,front,102.4,0.8667324777887463,0.9274755927475592,0.9180602006688964,2326,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,8.10344827586207,34,8948,Low
-1,65,toyota,diesel,turbo,four,sedan,fwd,front,102.4,0.8667324777887463,0.9274755927475592,0.9180602006688964,2480,ohc,four,110,idi,3.27,3.35,22.5,73,4500,7.833333333333333,33,10698,Low
-1,65,toyota,gas,std,four,hatchback,fwd,front,102.4,0.8667324777887463,0.9274755927475592,0.9013377926421405,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,8.703703703703704,32,9988,Low
-1,65,toyota,gas,std,four,sedan,fwd,front,102.4,0.8667324777887463,0.9274755927475592,0.9180602006688964,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,8.703703703703704,32,10898,Low
-1,65,toyota,gas,std,four,hatchback,fwd,front,102.4,0.8667324777887463,0.9274755927475592,0.9013377926421405,2458,ohc,four,122,mpfi,3.31,3.54,8.7,92,4200,8.703703703703704,32,11248,Low
3,197,toyota,gas,std,two,hatchback,rwd,front,102.9,0.9057255676209279,0.9442119944211994,0.8695652173913044,2976,dohc,six,171,mpfi,3.27,3.35,9.3,161,5200,11.75,24,16558,Medium
3,197,toyota,gas,std,two,hatchback,rwd,front,102.9,0.9057255676209279,0.9442119944211994,0.8695652173913044,3016,dohc,six,171,mpfi,3.27,3.35,9.3,161,5200,12.368421052631579,24,15998,Medium
-1,90,toyota,gas,std,four,sedan,rwd,front,104.5,0.9269496544916092,0.9274755927475592,0.9046822742474917,3131,dohc,six,171,mpfi,3.27,3.35,9.2,156,5200,11.75,24,15690,Medium
2,122,volkswagen,diesel,std,two,sedan,fwd,front,97.3,0.847482724580454,0.9135285913528591,0.931438127090301,2261,ohc,four,97,idi,3.01,3.40,23.0,52,4800,6.351351351351352,46,7775,Low
2,122,volkswagen,gas,std,two,sedan,fwd,front,97.3,0.847482724580454,0.9135285913528591,0.931438127090301,2209,ohc,four,109,mpfi,3.19,3.40,9.0,85,5250,8.703703703703704,34,7975,Low
2,94,volkswagen,diesel,std,four,sedan,fwd,front,97.3,0.847482724580454,0.9135285913528591,0.931438127090301,2264,ohc,four,97,idi,3.01,3.40,23.0,52,4800,6.351351351351352,46,7995,Low
2,94,volkswagen,gas,std,four,sedan,fwd,front,97.3,0.847482724580454,0.9135285913528591,0.931438127090301,2212,ohc,four,109,mpfi,3.19,3.40,9.0,85,5250,8.703703703703704,34,8195,Low
2,94,volkswagen,gas,std,four,sedan,fwd,front,97.3,0.847482724580454,0.9135285913528591,0.931438127090301,2275,ohc,four,109,mpfi,3.19,3.40,9.0,85,5250,8.703703703703704,34,8495,Low
2,94,volkswagen,diesel,turbo,four,sedan,fwd,front,97.3,0.847482724580454,0.9135285913528591,0.931438127090301,2319,ohc,four,97,idi,3.01,3.40,23.0,68,4500,6.351351351351352,42,9495,Low
2,94,volkswagen,gas,std,four,sedan,fwd,front,97.3,0.847482724580454,0.9135285913528591,0.931438127090301,2300,ohc,four,109,mpfi,3.19,3.40,10.0,100,5500,9.038461538461538,32,9995,Low
3,256,volkswagen,gas,std,two,hatchback,fwd,front,94.5,0.8178677196446199,0.8926080892608089,0.8595317725752508,2221,ohc,four,109,mpfi,3.19,3.40,8.5,90,5500,9.791666666666666,29,9980,Low
-2,103,volvo,gas,std,four,sedan,rwd,front,104.3,0.9318854886475815,0.9372384937238494,0.939799331103679,2912,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,10.217391304347826,28,12940,Low
-1,74,volvo,gas,std,four,wagon,rwd,front,104.3,0.9318854886475815,0.9372384937238494,0.9615384615384616,3034,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,10.217391304347826,28,13415,Low
-2,103,volvo,gas,std,four,sedan,rwd,front,104.3,0.9318854886475815,0.9372384937238494,0.939799331103679,2935,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,9.791666666666666,28,15985,Medium
-1,74,volvo,gas,std,four,wagon,rwd,front,104.3,0.9318854886475815,0.9372384937238494,0.9615384615384616,3042,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,9.791666666666666,28,16515,Medium
-2,103,volvo,gas,turbo,four,sedan,rwd,front,104.3,0.9318854886475815,0.9372384937238494,0.939799331103679,3045,ohc,four,130,mpfi,3.62,3.15,7.5,162,5100,13.823529411764707,22,18420,Medium
-1,74,volvo,gas,turbo,four,wagon,rwd,front,104.3,0.9318854886475815,0.9372384937238494,0.9615384615384616,3157,ohc,four,130,mpfi,3.62,3.15,7.5,162,5100,13.823529411764707,22,18950,Medium
-1,95,volvo,gas,std,four,sedan,rwd,front,109.1,0.9318854886475815,0.9609483960948396,0.9280936454849499,2952,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,10.217391304347826,28,16845,Medium
-1,95,volvo,gas,turbo,four,sedan,rwd,front,109.1,0.9318854886475815,0.9595536959553695,0.9280936454849499,3049,ohc,four,141,mpfi,3.78,3.15,8.7,160,5300,12.368421052631579,25,19045,Medium
-1,95,volvo,gas,std,four,sedan,rwd,front,109.1,0.9318854886475815,0.9609483960948396,0.9280936454849499,3012,ohcv,six,173,mpfi,3.58,2.87,8.8,134,5500,13.055555555555555,23,21485,Medium
-1,95,volvo,diesel,turbo,four,sedan,rwd,front,109.1,0.9318854886475815,0.9609483960948396,0.9280936454849499,3217,ohc,six,145,idi,3.01,3.40,23.0,106,4800,9.038461538461538,27,22470,Medium
-1,95,volvo,gas,turbo,four,sedan,rwd,front,109.1,0.9318854886475815,0.9609483960948396,0.9280936454849499,3062,ohc,four,141,mpfi,3.78,3.15,9.5,114,5400,12.368421052631579,25,22625,Medium
